Name,negative,positive,predict_type
407,0.40921390595510576,0.5907860940448945,1
408,1.2893729860865878e-08,0.99999998710627,1
409,0.8947872174983444,0.10521278250165554,0
410,0.04501287373739008,0.9549871262626098,1
411,0.004988047492269667,0.9950119525077303,1
412,1.396263195252917e-10,0.9999999998603736,1
413,2.982938286357259e-11,0.9999999999701705,1
414,2.982938286357259e-11,0.9999999999701705,1
415,6.696479584633118e-06,0.9999933035204153,1
416,0.004844439472255851,0.995155560527744,1
417,0.0031484503906205876,0.9968515496093794,1
418,3.887348200598955e-10,0.9999999996112652,1
419,9.1904197680744e-07,0.9999990809580233,1
420,4.782808785699131e-09,0.9999999952171913,1
421,4.782808785699131e-09,0.9999999952171913,1
422,4.3632924335059657e-07,0.9999995636707567,1
423,1.1892968653942444e-07,0.9999998810703133,1
424,3.0235506281041264e-06,0.9999969764493719,1
425,6.39189047574765e-07,0.9999993608109524,1
426,4.9680950624500045e-08,0.9999999503190494,1
427,0.002665751546211574,0.9973342484537885,1
428,0.24831925932438717,0.7516807406756127,1
429,5.936812794742125e-11,0.9999999999406319,1
430,4.567868953012007e-12,0.9999999999954322,1
431,2.6829152962014314e-06,0.9999973170847039,1
432,0.008971354698512101,0.9910286453014878,1
433,0.008971354698512101,0.9910286453014878,1
434,0.10369090372056543,0.8963090962794348,1
435,0.01811147924101971,0.9818885207589803,1
436,0.003313703322941922,0.9966862966770582,1
437,0.0033429918717955555,0.9966570081282045,1
438,1.6888581207654061e-09,0.9999999983111418,1
439,2.0781954920157735e-09,0.9999999979218045,1
440,7.185680355843667e-08,0.9999999281431965,1
441,8.350024092839312e-09,0.9999999916499759,1
442,9.614398954466063e-06,0.9999903856010455,1
443,3.520670480991508e-07,0.9999996479329518,1
444,1.0878313884703627e-07,0.9999998912168612,1
445,1.0878313884703627e-07,0.9999998912168612,1
446,1.1997145544673214e-10,0.9999999998800285,1
447,2.2735018314531497e-09,0.9999999977264981,1
448,4.662036212323538e-09,0.9999999953379639,1
449,4.30869937968369e-11,0.999999999956913,1
450,0.24327158846221195,0.756728411537788,1
451,3.00000089999998e-14,0.9999999999999699,1
452,2.467951145713294e-07,0.9999997532048854,1
453,2.248290454322797e-08,0.9999999775170954,1
454,2.095744556083147e-10,0.9999999997904256,1
455,2.095744556083147e-10,0.9999999997904256,1
456,7.065187917289132e-09,0.999999992934812,1
457,2.2219765559481552e-09,0.9999999977780234,1
458,7.523146228542326e-09,0.9999999924768538,1
459,1.2778287835356526e-12,0.9999999999987221,1
460,6.990147227907237e-06,0.9999930098527721,1
461,1.9407281001740004e-12,0.9999999999980592,1
462,1.1191259205359321e-11,0.9999999999888087,1
463,0.004794333294387632,0.9952056667056124,1
464,0.004794333294387632,0.9952056667056124,1
465,3.5145795072910364e-06,0.9999964854204927,1
466,3.5145795072910364e-06,0.9999964854204927,1
467,0.09244968530769973,0.9075503146923003,1
468,0.09244968530769973,0.9075503146923003,1
469,3.144035081594792e-08,0.9999999685596491,1
470,0.00322439386316048,0.9967756061368395,1
471,1.6116779608976877e-07,0.9999998388322039,1
472,2.7130082700602964e-07,0.999999728699173,1
473,0.43653579015133837,0.5634642098486616,1
474,0.13213429716503383,0.8678657028349661,1
475,4.995852428831151e-09,0.9999999950041475,1
476,2.33233053677314e-10,0.999999999766767,1
477,0.9525399128096711,0.04746008719032901,0
478,7.277622534743776e-10,0.9999999992722378,1
479,0.012927158698501584,0.9870728413014983,1
480,1.874199729061266e-05,0.9999812580027094,1
481,4.4276874992594756e-10,0.9999999995572312,1
482,3.5033105547792487e-06,0.9999964966894452,1
483,1.579541152336837e-12,0.9999999999984204,1
484,2.363894817513729e-10,0.9999999997636105,1
485,3.245667742971676e-11,0.9999999999675433,1
486,0.0070178391714181025,0.9929821608285818,1
487,0.021581704815343425,0.9784182951846564,1
488,8.453942456711855e-08,0.9999999154605754,1
489,0.014739643646007326,0.9852603563539927,1
490,4.759124124960715e-06,0.999995240875875,1
491,6.357234168024546e-07,0.9999993642765832,1
492,0.005246124244922464,0.9947538757550777,1
493,3.2834118854252054e-07,0.9999996716588114,1
494,0.35452061679387664,0.6454793832061233,1
495,0.16088287647454133,0.8391171235254585,1
496,4.483590342751994e-06,0.9999955164096572,1
497,1.9799379692955215e-08,0.9999999802006202,1
498,1.2960593675744557e-06,0.9999987039406324,1
499,1.8635154243787672e-11,0.9999999999813649,1
500,1.2853489131346905e-09,0.9999999987146511,1
501,1.3515312912464064e-07,0.9999998648468709,1
502,9.620211819751123e-08,0.9999999037978818,1
503,3.8511486769109483e-07,0.9999996148851322,1
504,9.56512782471838e-09,0.9999999904348721,1
505,0.0033284438745234996,0.9966715561254766,1
506,2.6672834361474093e-11,0.9999999999733271,1
507,0.8988688377220471,0.10113116227795314,0
508,0.003677500022035366,0.9963224999779646,1
509,5.071039578523817e-11,0.9999999999492897,1
510,0.933316158959908,0.06668384104009188,0
511,0.6517744540670078,0.3482255459329922,0
512,0.004096190680654286,0.9959038093193457,1
513,6.655623466481244e-09,0.9999999933443765,1
514,0.0026709318378263314,0.9973290681621738,1
515,1.5984895872922651e-12,0.9999999999984015,1
516,3.048325271977214e-06,0.999996951674728,1
517,8.239884858960297e-12,0.99999999999176,1
518,4.129824965382196e-12,0.9999999999958702,1
519,4.170146741181619e-11,0.9999999999582986,1
520,4.170146741181619e-11,0.9999999999582986,1
521,1.2320442439681424e-11,0.9999999999876796,1
522,1.2320442439681424e-11,0.9999999999876796,1
523,1.0831645876186864e-09,0.9999999989168354,1
524,1.3212573439838091e-09,0.9999999986787426,1
525,9.313478780738636e-06,0.9999906865212194,1
526,0.006409141426627549,0.9935908585733723,1
527,0.06313619846691361,0.9368638015330863,1
528,0.6818541871468735,0.3181458128531264,0
529,0.024718156723561847,0.9752818432764381,1
530,1.0926016743610142e-07,0.9999998907398325,1
531,8.622832442219562e-09,0.9999999913771676,1
532,0.008115801235319145,0.991884198764681,1
533,3.728992010330531e-09,0.999999996271008,1
534,0.04334507326014096,0.9566549267398591,1
535,0.942254448565643,0.05774555143435689,0
536,0.07492122427808395,0.9250787757219161,1
537,0.20984529169471627,0.7901547083052838,1
538,6.777578150820024e-13,0.9999999999993223,1
539,3.569820806396861e-11,0.9999999999643018,1
540,3.569820806396861e-11,0.9999999999643018,1
541,0.011146406503083992,0.9888535934969159,1
542,1.6652713060653376e-07,0.9999998334728695,1
543,9.797242784964332e-10,0.9999999990202758,1
544,2.8291271167978868e-08,0.9999999717087288,1
545,1.8930416460252685e-06,0.999998106958354,1
546,9.103570045105094e-06,0.9999908964299549,1
547,2.5461703930891587e-11,0.9999999999745383,1
548,1.6702395317847427e-05,0.9999832976046821,1
549,0.008767150623554971,0.9912328493764453,1
550,1.0822599546537627e-06,0.9999989177400453,1
551,6.557244776856957e-10,0.9999999993442755,1
552,1.3709962376630835e-05,0.9999862900376233,1
553,3.48997559771662e-08,0.999999965100244,1
554,0.059177483950949024,0.940822516049051,1
555,0.011446302691847928,0.9885536973081522,1
556,1.0777440763650607e-06,0.9999989222559237,1
557,1.3666784536035575e-09,0.9999999986333215,1
558,1.7546328508258842e-05,0.9999824536714917,1
559,0.07979072743964294,0.9202092725603571,1
